"Dataset","Chemical","CAS","KE1_call","KE2_call","KE3_call","LLNA_call","KE1_metric","KE1_metric__present","KE2_metric","KE2_metric__present","KE3_metric","KE3_metric__present","LLNA_EC3","LLNA_EC3__present","complete_case"
"SkinSensDB","OA39","","1.0","1.0","1.0","1.0","56.65","1","2.0","1","2.7","1","0.1","1","1"
"SkinSensDB","OA54","","1.0","0.0","1.0","1.0","56.15","1","2000.0","1","90.2","1","9.9","1","1"
"SkinSensDB","OA17","","1.0","1.0","1.0","1.0","63.45","1","1.0","1","10.0","1","0.36","1","1"
"SkinSensDB","OA18","","1.0","1.0","1.0","1.0","55.25","1","3.0","1","0.9","1","0.07","1","1"
"SkinSensDB","OA16","","1.0","1.0","1.0","1.0","25.0","1","2.0","1","29.2","1","0.1","1","1"
"SkinSensDB","OA49","","1.0","1.0","1.0","1.0","66.05","1","17.0","1","2.9","1","1.2","1","1"
"SkinSensDB","OA6","","1.0","1.0","1.0","1.0","80.75","1","0.0","1","0.3","1","0.8","1","1"
"SkinSensDB","OA40","","1.0","1.0","0.0","1.0","51.85","1","63.0","1","200.0","1","8.5","1","1"
"SkinSensDB","OA19","","1.0","1.0","1.0","1.0","45.85","1","1.0","1","0.9","1","0.01","1","1"
"SkinSensDB","OA61","","1.0","1.0","1.0","1.0","68.15","1","10.3","1","1.3","1","3.0","1","1"
"SkinSensDB","OA62","","1.0","1.0","1.0","1.0","66.85","1","1.0","1","0.1","1","9.0","1","1"
"SkinSensDB","OA43","","1.0","1.0","1.0","1.0","99.7","1","9.0","1","32.2","1","0.67","1","1"
"SkinSensDB","OA69","","1.0","1.0","1.0","1.0","55.45","1","15.0","1","2.4","1","0.01","1","1"
"SkinSensDB","OA26","","1.0","1.0","1.0","1.0","78.75","1","4.0","1","50.1","1","2.2","1","1"
"SkinSensDB","OA22","","1.0","1.0","1.0","1.0","67.35","1","4.0","1","31.8","1","2.82","1","1"
"SkinSensDB","OA51","","0.0","1.0","1.0","1.0","0.95","1","140.0","1","48.9","1","1.3","1","1"
"SkinSensDB","OA60","","1.0","1.0","1.0","1.0","39.05","1","123.3","1","15.8","1","33.31","1","1"
"SkinSensDB","OA14","","1.0","1.0","1.0","1.0","78.8","1","77.3","1","32.4","1","0.01","1","1"
"SkinSensDB","OA3","","1.0","1.0","1.0","1.0","43.05","1","3.9","1","1.2","1","0.01","1","1"
"SkinSensDB","OA23","","1.0","1.0","1.0","1.0","35.7","1","30.0","1","5.0","1","0.1","1","1"
