Dataset,Chemical,CAS,KE1_call,KE2_call,KE3_call,LLNA_call,pattern,n_pos,concordant,misclassified
SkinSensDB,OA32,,1,1,1,1,111,3,True,0
SkinSensDB,OA31,,1,1,1,1,111,3,True,0
SkinSensDB,OA29,,1,1,1,1,111,3,True,0
SkinSensDB,OA28,,1,1,1,1,111,3,True,0
SkinSensDB,OA27,,1,1,1,1,111,3,True,0
SkinSensDB,OA25,,1,1,1,1,111,3,True,0
SkinSensDB,OA24,,0,1,1,1,011,2,False,1
SkinSensDB,OA39,,1,1,1,1,111,3,True,0
SkinSensDB,OA54,,1,0,1,1,101,2,False,1
SkinSensDB,OA17,,1,1,1,1,111,3,True,0
SkinSensDB,OA18,,1,1,1,1,111,3,True,0
SkinSensDB,OA16,,1,1,1,1,111,3,True,0
SkinSensDB,OA49,,1,1,1,1,111,3,True,0
SkinSensDB,OA6,,1,1,1,1,111,3,True,0
SkinSensDB,OA40,,1,1,0,1,110,2,False,1
SkinSensDB,OA19,,1,1,1,1,111,3,True,0
SkinSensDB,OA61,,1,1,1,1,111,3,True,0
SkinSensDB,OA62,,1,1,1,1,111,3,True,0
SkinSensDB,OA43,,1,1,1,1,111,3,True,0
SkinSensDB,OA69,,1,1,1,1,111,3,True,0
SkinSensDB,OA26,,1,1,1,1,111,3,True,0
SkinSensDB,OA22,,1,1,1,1,111,3,True,0
SkinSensDB,OA51,,0,1,1,1,011,2,False,1
SkinSensDB,OA60,,1,1,1,1,111,3,True,0
SkinSensDB,OA14,,1,1,1,1,111,3,True,0
SkinSensDB,OA3,,1,1,1,1,111,3,True,0
SkinSensDB,OA23,,1,1,1,1,111,3,True,0
