Dataset,Chemical,CAS,KE1_call,KE2_call,KE3_call,LLNA_call,Misclassified,KE2_conflict,KE3_conflict,KE1_metric,KE1_metric__present,KS_call,KS_call__present,LuSens_call,LuSens_call__present,hCLAT_call,hCLAT_call__present,USENS_call,USENS_call__present,LLNA_call_endpoint,LLNA_call_endpoint__present,LLNA_EPA_call,LLNA_EPA_call__present,LLNA_EC3,LLNA_EC3__present,LLNA_EC3_call,LLNA_call_source,LLNA_call__present,complete_case_option_1,complete_case_option_2,complete_case_option_3,complete_case_option_4,complete_case
ICE,Fumaric acid,110-17-8,1.0,0.0,0.0,,,0,0,7.7,1,Inactive,1,Inactive,1,Inactive,1,,0,,0,,0,,0,,,0,0,0,0,0,0
ICE,Glutaraldehyde,111-30-8,1.0,1.0,1.0,1.0,0.0,0,0,56.4,1,Active,1,Active,1,Active,1,Active,1,,0,,0,0.09,1,1.0,EC3,1,0,1,1,1,1
ICE,Hydroquinone,123-31-9,1.0,1.0,1.0,1.0,0.0,0,0,72.1,1,Active,1,,0,Active,1,Active,1,,0,,0,0.19,1,1.0,EC3,1,0,1,1,1,1
ICE,Geraniol,106-24-1,0.0,1.0,1.0,1.0,1.0,0,0,2.65,1,Active,1,,0,Active,1,Active,1,,0,,0,18.7,1,1.0,EC3,1,0,1,1,1,1
ICE,Glycerol,56-81-5,0.0,0.0,0.0,,,0,0,0.7749999999999999,1,Inactive,1,Inactive,1,Inactive,1,Inactive,1,,0,,0,,0,,,0,0,0,0,0,0
ICE,n-Hexane,110-54-3,0.0,1.0,0.0,,,1,0,0.425,1,Active,1,Inactive,1,Inactive,1,Inactive,1,,0,,0,,0,,,0,0,0,0,0,0
ICE,Imidazolidinyl urea,39236-46-9,1.0,1.0,1.0,1.0,0.0,0,0,32.425,1,Active,1,Active,1,Active,1,Active,1,1.0,1,,0,24.0,1,1.0,Call,1,1,1,1,1,1
ICE,Isoeugenol,97-54-1,1.0,1.0,1.0,1.0,0.0,0,0,50.0,1,Active,1,Active,1,Active,1,Active,1,1.0,1,,0,1.35,1,1.0,Call,1,1,1,1,1,1
ICE,Isopropanol,67-63-0,0.0,0.0,0.0,0.0,0.0,0,0,0.85,1,Inactive,1,Inactive,1,Inactive,1,Inactive,1,0.0,1,,0,,0,,Call,1,1,0,1,1,1
ICE,2-Acetyl-1-cyclohexanone,874-23-7,1.0,1.0,1.0,,,0,0,14.675,1,Active,1,,0,Active,1,Active,1,,0,,0,,0,,,0,0,0,0,0,0
